,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
1057,HARDUSDT,USDCUSDT,0.04,-3.42,-3.34,0.11,0
1058,HARDUSDT,LINKUSDT,0.04,-3.43,-3.34,0.02,0
1059,HARDUSDT,DASHUSDT,0.04,-3.38,-3.34,0.0,0
1061,HARDUSDT,ENJUSDT,0.04,-3.45,-3.34,0.44,0
1043,AXSUSDT,FUNUSDT,0.01,-3.95,-3.34,1148.2,0
1062,HARDUSDT,ALGOUSDT,0.03,-3.49,-3.34,1.12,0
1063,HARDUSDT,WINUSDT,0.05,-3.35,-3.34,1759.22,0
1064,HARDUSDT,COSUSDT,0.0,-4.51,-3.34,23.79,0
1065,HARDUSDT,DENTUSDT,0.02,-3.72,-3.34,165.12,0
1066,HARDUSDT,DOCKUSDT,0.04,-3.42,-3.34,7.85,0
1067,HARDUSDT,FUNUSDT,0.04,-3.44,-3.34,25.22,0
1068,HARDUSDT,CVCUSDT,0.02,-3.65,-3.34,1.48,0
1069,HARDUSDT,BUSDUSDT,0.02,-3.67,-3.34,0.11,0
1070,HARDUSDT,RVNUSDT,0.03,-3.59,-3.34,6.93,0
1071,HARDUSDT,VITEUSDT,0.02,-3.66,-3.34,8.99,0
1072,HARDUSDT,DREPUSDT,0.01,-3.9,-3.34,0.46,0
1073,HARDUSDT,LTOUSDT,0.0,-4.67,-3.34,1.93,0
1044,AXSUSDT,CHZUSDT,0.03,-3.57,-3.34,77.17,0
1042,AXSUSDT,DENTUSDT,0.02,-3.66,-3.34,7524.36,0
1075,HARDUSDT,DATAUSDT,0.0,-4.37,-3.34,5.01,0
1025,AUDIOUSDT,WNXMUSDT,0.04,-3.38,-3.34,0.01,0
1013,FILUSDT,RPLUSDT,0.0,-4.21,-3.34,0.14,0
1014,FILUSDT,GNSUSDT,0.02,-3.67,-3.34,0.92,0
1015,FILUSDT,USTCUSDT,0.0,-4.8,-3.34,270.49,0
1016,INJUSDT,TUSDUSDT,0.0,-4.52,-3.34,7.33,0
1017,AUDIOUSDT,LINKUSDT,0.04,-3.44,-3.34,0.02,0
1018,AUDIOUSDT,ALGOUSDT,0.03,-3.49,-3.34,1.62,0
1019,AUDIOUSDT,BUSDUSDT,0.01,-3.83,-3.34,0.16,0
1020,AUDIOUSDT,DREPUSDT,0.03,-3.59,-3.34,0.67,0
1021,AUDIOUSDT,BNTUSDT,0.05,-3.35,-3.34,0.36,0
1022,AUDIOUSDT,WTCUSDT,0.02,-3.6,-3.34,1.07,0
1023,AUDIOUSDT,PNTUSDT,0.03,-3.51,-3.34,1.56,0
1024,AUDIOUSDT,USDTDAI,0.04,-3.44,-3.34,0.16,0
1026,CTKUSDT,USDCUSDT,0.03,-3.58,-3.34,0.51,0
1041,AXSUSDT,WINUSDT,0.01,-3.97,-3.34,80011.41,0
1027,CTKUSDT,COSUSDT,0.04,-3.44,-3.34,108.35,0
1028,CTKUSDT,BUSDUSDT,0.05,-3.36,-3.34,0.51,0
1029,CTKUSDT,WTCUSDT,0.04,-3.39,-3.34,3.35,0
1030,CTKUSDT,USDTDAI,0.01,-3.82,-3.34,0.51,0
1031,AKROUSDT,TUSDUSDT,0.02,-3.6,-3.34,0.01,0
1032,AKROUSDT,OGNUSDT,0.04,-3.39,-3.34,0.12,0
1033,AXSUSDT,ETHUSDT,0.03,-3.56,-3.34,0.0,0
1034,AXSUSDT,LTCUSDT,0.03,-3.52,-3.34,0.07,0
1036,AXSUSDT,ADAUSDT,0.02,-3.62,-3.34,18.86,0
1038,AXSUSDT,OMGUSDT,0.01,-3.77,-3.34,10.25,0
1039,AXSUSDT,ONEUSDT,0.02,-3.72,-3.34,493.32,0
1040,AXSUSDT,FTMUSDT,0.03,-3.48,-3.34,23.88,0
1074,HARDUSDT,MBLUSDT,0.02,-3.7,-3.34,38.58,0
1076,HARDUSDT,LRCUSDT,0.03,-3.57,-3.34,0.57,0
1135,JUVUSDT,USDCUSDT,0.04,-3.39,-3.34,2.19,0
1121,GRTUSDT,BALUSDT,0.0,-4.48,-3.34,0.03,0
1109,GRTUSDT,WINUSDT,0.0,-4.48,-3.34,1486.02,0
1110,GRTUSDT,COSUSDT,0.04,-3.43,-3.34,20.1,0
1111,GRTUSDT,DENTUSDT,0.02,-3.69,-3.34,139.6,0
1112,GRTUSDT,FUNUSDT,0.01,-3.99,-3.34,21.32,0
1113,GRTUSDT,CHZUSDT,0.01,-3.79,-3.34,1.43,0
1114,GRTUSDT,BUSDUSDT,0.01,-3.99,-3.34,0.09,0
1115,GRTUSDT,RVNUSDT,0.02,-3.63,-3.34,5.86,0
1116,GRTUSDT,KAVAUSDT,0.0,-4.36,-3.34,0.13,0
1117,GRTUSDT,VITEUSDT,0.0,-4.48,-3.34,7.6,0
1118,GRTUSDT,DREPUSDT,0.02,-3.64,-3.34,0.39,0
1119,GRTUSDT,WRXUSDT,0.02,-3.74,-3.34,0.9,0
1120,GRTUSDT,MBLUSDT,0.05,-3.34,-3.34,32.61,0
1122,GRTUSDT,BLZUSDT,0.03,-3.48,-3.34,0.78,0
1107,GRTUSDT,OMGUSDT,0.01,-3.79,-3.34,0.19,0
1123,GRTUSDT,USDTDAI,0.04,-3.47,-3.34,0.09,0
1124,GRTUSDT,CRVUSDT,0.02,-3.65,-3.34,0.19,0
1125,GRTUSDT,WNXMUSDT,0.0,-4.18,-3.34,0.0,0
1126,JUVUSDT,ETHUSDT,0.03,-3.57,-3.34,0.0,0
1127,JUVUSDT,BNBUSDT,0.04,-3.38,-3.34,0.01,0
1128,JUVUSDT,QTUMUSDT,0.01,-3.96,-3.34,0.95,0
1129,JUVUSDT,ADAUSDT,0.0,-5.53,-3.34,8.11,0
1130,JUVUSDT,XRPUSDT,0.04,-3.41,-3.34,3.94,0
1131,JUVUSDT,EOSUSDT,0.03,-3.51,-3.34,3.48,0
1132,JUVUSDT,TUSDUSDT,0.0,-5.53,-3.34,2.19,0
1133,JUVUSDT,ETCUSDT,0.01,-4.1,-3.34,0.13,0
1134,JUVUSDT,ICXUSDT,0.03,-3.57,-3.34,12.0,0
1108,GRTUSDT,FTMUSDT,0.01,-3.81,-3.34,0.44,0
1106,GRTUSDT,USDCUSDT,0.03,-3.48,-3.34,0.09,0
1077,HARDUSDT,BALUSDT,0.04,-3.46,-3.34,0.03,0
1090,STRAXUSDT,ZECUSDT,0.03,-3.56,-3.34,0.02,0
1078,HARDUSDT,IRISUSDT,0.0,-5.47,-3.34,5.94,0
1079,HARDUSDT,USDTDAI,0.03,-3.57,-3.34,0.11,0
1080,HARDUSDT,CRVUSDT,0.02,-3.68,-3.34,0.22,0
1081,HARDUSDT,WNXMUSDT,0.02,-3.73,-3.34,0.0,0
1082,HARDUSDT,KSMUSDT,0.03,-3.53,-3.34,0.01,0
1083,STRAXUSDT,BTCUSDT,0.04,-3.43,-3.34,0.0,0
1084,STRAXUSDT,NEOUSDT,0.02,-3.61,-3.34,0.06,0
1085,STRAXUSDT,QTUMUSDT,0.03,-3.48,-3.34,0.19,0
1086,STRAXUSDT,VETUSDT,0.01,-4.0,-3.34,25.64,0
1087,STRAXUSDT,LINKUSDT,0.04,-3.41,-3.34,0.07,0
1088,STRAXUSDT,ZRXUSDT,0.01,-3.92,-3.34,2.27,0
1089,STRAXUSDT,XMRUSDT,0.03,-3.57,-3.34,0.0,0
1091,STRAXUSDT,DASHUSDT,0.03,-3.58,-3.34,0.02,0
1105,GRTUSDT,XRPUSDT,0.03,-3.52,-3.34,0.17,0
1093,ROSEUSDT,ETHUSDT,0.01,-3.93,-3.34,0.0,0
1094,ROSEUSDT,BNBUSDT,0.02,-3.59,-3.34,0.0,0
1095,ROSEUSDT,LTCUSDT,0.01,-4.05,-3.34,0.0,0
1096,ROSEUSDT,QTUMUSDT,0.0,-4.23,-3.34,0.02,0
1097,ROSEUSDT,XRPUSDT,0.05,-3.36,-3.34,0.08,0
1098,ROSEUSDT,ONTUSDT,0.02,-3.72,-3.34,0.25,0
1099,AVAUSDT,TUSDUSDT,0.05,-3.36,-3.34,0.53,0
1100,XEMUSDT,BTCUSDT,0.03,-3.5,-3.34,0.0,0
1101,XEMUSDT,NEOUSDT,0.03,-3.47,-3.34,0.0,0
1102,XEMUSDT,LTCUSDT,0.01,-3.96,-3.34,0.0,0
1103,XEMUSDT,QTUMUSDT,0.0,-4.27,-3.34,0.01,0
1104,GRTUSDT,ADAUSDT,0.02,-3.75,-3.34,0.35,0
1263,FIROUSDT,TUSDUSDT,0.0,-4.13,-3.34,1.56,0
1265,FIROUSDT,ICXUSDT,0.0,-5.03,-3.34,8.54,0
1504,PONDUSDT,ZRXUSDT,0.0,-4.38,-3.34,0.04,0
1266,FIROUSDT,USDCUSDT,0.01,-3.99,-3.34,1.56,0
1417,ACMUSDT,BUSDUSDT,0.0,-4.37,-3.34,2.02,0
1418,ACMUSDT,XTZUSDT,0.0,-4.8,-3.34,2.79,0
1419,ACMUSDT,RENUSDT,0.03,-3.52,-3.34,40.02,0
1420,ACMUSDT,RVNUSDT,0.0,-4.26,-3.34,125.62,0
1421,ACMUSDT,STXUSDT,0.0,-4.73,-3.34,3.97,0
1422,ACMUSDT,KAVAUSDT,0.0,-5.2,-3.34,2.79,0
1423,ACMUSDT,RLCUSDT,0.05,-3.36,-3.34,1.84,0
1424,ACMUSDT,CTXCUSDT,0.02,-3.61,-3.34,15.79,0
1425,ACMUSDT,VITEUSDT,0.0,-4.26,-3.34,162.93,0
1426,ACMUSDT,DREPUSDT,0.01,-4.05,-3.34,8.42,0
1427,ACMUSDT,WRXUSDT,0.0,-5.94,-3.34,19.26,0
1428,ACMUSDT,LSKUSDT,0.03,-3.53,-3.34,2.68,0
1429,ACMUSDT,MBLUSDT,0.02,-3.6,-3.34,698.6,0
1430,ACMUSDT,SOLUSDT,0.04,-3.4,-3.34,0.09,0
1431,ACMUSDT,USDTIDRT,0.01,-3.99,-3.34,0.0,0
1432,ACMUSDT,ARDRUSDT,0.03,-3.53,-3.34,30.64,0
1433,BADGERUSDT,BTCUSDT,0.03,-3.59,-3.34,0.0,0
1434,BADGERUSDT,ETHUSDT,0.04,-3.46,-3.34,0.0,0
1435,BADGERUSDT,LTCUSDT,0.04,-3.38,-3.34,0.03,0
1436,BADGERUSDT,ONTUSDT,0.03,-3.52,-3.34,12.13,0
1437,BADGERUSDT,VETUSDT,0.05,-3.35,-3.34,124.09,0
1438,BADGERUSDT,USDCUSDT,0.02,-3.72,-3.34,2.07,0
1439,BADGERUSDT,LINKUSDT,0.03,-3.54,-3.34,0.32,0
1440,BADGERUSDT,ONGUSDT,0.05,-3.36,-3.34,9.29,0
1441,BADGERUSDT,ZRXUSDT,0.05,-3.36,-3.34,10.98,0
1442,BADGERUSDT,XMRUSDT,0.04,-3.41,-3.34,0.01,0
1443,BADGERUSDT,TFUELUSDT,0.03,-3.51,-3.34,58.77,0
1416,ACMUSDT,BANDUSDT,0.02,-3.69,-3.34,1.87,0
1415,ACMUSDT,CHZUSDT,0.0,-4.78,-3.34,30.67,0
1414,ACMUSDT,CVCUSDT,0.04,-3.45,-3.34,26.79,0
1399,ACMUSDT,DASHUSDT,0.02,-3.66,-3.34,0.07,0
1387,ACMUSDT,ADAUSDT,0.0,-5.64,-3.34,7.51,0
1388,ACMUSDT,XRPUSDT,0.0,-4.98,-3.34,3.65,0
1389,ACMUSDT,EOSUSDT,0.01,-3.81,-3.34,3.22,0
1390,ACMUSDT,TUSDUSDT,0.0,-6.01,-3.34,2.03,0
1391,ACMUSDT,ETCUSDT,0.01,-3.91,-3.34,0.12,0
1392,ACMUSDT,ICXUSDT,0.02,-3.65,-3.34,11.12,0
1393,ACMUSDT,USDCUSDT,0.01,-3.87,-3.34,2.02,0
1394,ACMUSDT,HOTUSDT,0.01,-4.1,-3.34,1778.07,0
1395,ACMUSDT,ZILUSDT,0.0,-4.29,-3.34,114.54,0
1396,ACMUSDT,BATUSDT,0.01,-3.87,-3.34,10.99,0
1397,ACMUSDT,IOSTUSDT,0.01,-3.99,-3.34,265.15,0
1398,ACMUSDT,CELRUSDT,0.03,-3.57,-3.34,162.94,0
1400,ACMUSDT,OMGUSDT,0.01,-3.88,-3.34,4.08,0
1413,ACMUSDT,FUNUSDT,0.0,-4.92,-3.34,457.07,0
1401,ACMUSDT,THETAUSDT,0.01,-3.79,-3.34,3.06,0
1402,ACMUSDT,ENJUSDT,0.04,-3.46,-3.34,7.9,0
1403,ACMUSDT,MATICUSDT,0.0,-4.47,-3.34,3.42,0
1404,ACMUSDT,ATOMUSDT,0.04,-3.41,-3.34,0.27,0
1405,ACMUSDT,TFUELUSDT,0.02,-3.65,-3.34,57.65,0
1406,ACMUSDT,ONEUSDT,0.01,-4.04,-3.34,196.27,0
1407,ACMUSDT,FTMUSDT,0.0,-4.93,-3.34,9.5,0
1408,ACMUSDT,DOGEUSDT,0.02,-3.63,-3.34,30.21,0
1409,ACMUSDT,ANKRUSDT,0.0,-4.22,-3.34,96.98,0
1410,ACMUSDT,WINUSDT,0.0,-4.57,-3.34,31886.89,0
1411,ACMUSDT,COSUSDT,0.03,-3.56,-3.34,431.0,0
1412,ACMUSDT,DENTUSDT,0.0,-4.5,-3.34,2990.97,0
1444,BADGERUSDT,DUSKUSDT,0.02,-3.73,-3.34,18.81,0
1445,BADGERUSDT,WINUSDT,0.03,-3.57,-3.34,32616.62,0
1446,BADGERUSDT,COSUSDT,0.04,-3.45,-3.34,440.51,0
1490,PONDUSDT,XRPUSDT,0.02,-3.7,-3.34,0.01,0
1478,OMUSDT,DATAUSDT,0.0,-4.32,-3.34,0.9,0
1479,OMUSDT,IRISUSDT,0.0,-4.67,-3.34,1.07,0
1480,OMUSDT,USDTDAI,0.01,-3.79,-3.34,0.02,0
1481,OMUSDT,CRVUSDT,0.03,-3.58,-3.34,0.04,0
1482,OMUSDT,WNXMUSDT,0.01,-4.01,-3.34,0.0,0
1483,PONDUSDT,BTCUSDT,0.01,-3.97,-3.34,0.0,0
1484,PONDUSDT,ETHUSDT,0.01,-3.92,-3.34,0.0,0
1485,PONDUSDT,BNBUSDT,0.01,-3.91,-3.34,0.0,0
1486,PONDUSDT,NEOUSDT,0.01,-4.03,-3.34,0.0,0
1487,PONDUSDT,LTCUSDT,0.01,-3.83,-3.34,0.0,0
1488,PONDUSDT,QTUMUSDT,0.01,-3.88,-3.34,0.0,0
1489,PONDUSDT,ADAUSDT,0.04,-3.46,-3.34,0.03,0
1491,PONDUSDT,EOSUSDT,0.03,-3.53,-3.34,0.01,0
1476,OMUSDT,DREPUSDT,0.05,-3.36,-3.34,0.08,0
1492,PONDUSDT,TUSDUSDT,0.03,-3.49,-3.34,0.01,0
1493,PONDUSDT,ONTUSDT,0.0,-4.56,-3.34,0.05,0
1494,PONDUSDT,ETCUSDT,0.02,-3.67,-3.34,0.0,0
1495,PONDUSDT,ICXUSDT,0.01,-4.03,-3.34,0.04,0
1496,PONDUSDT,NULSUSDT,0.01,-3.87,-3.34,0.04,0
1497,PONDUSDT,VETUSDT,0.0,-4.57,-3.34,0.49,0
1498,PONDUSDT,USDCUSDT,0.0,-4.48,-3.34,0.01,0
1499,PONDUSDT,LINKUSDT,0.0,-4.28,-3.34,0.0,0
1500,PONDUSDT,WAVESUSDT,0.01,-3.99,-3.34,0.0,0
1501,PONDUSDT,ONGUSDT,0.0,-5.11,-3.34,0.04,0
1502,PONDUSDT,HOTUSDT,0.01,-3.79,-3.34,7.16,0
1503,PONDUSDT,ZILUSDT,0.01,-3.88,-3.34,0.46,0
1477,OMUSDT,WTCUSDT,0.05,-3.34,-3.34,0.13,0
1475,OMUSDT,BUSDUSDT,0.01,-3.79,-3.34,0.02,0
1447,BADGERUSDT,TOMOUSDT,0.02,-3.66,-3.34,1.56,0
1460,FISUSDT,DOCKUSDT,0.01,-3.98,-3.34,17.83,0
1448,BADGERUSDT,PERLUSDT,0.04,-3.43,-3.34,134.56,0
1449,BADGERUSDT,DOCKUSDT,0.0,-4.18,-3.34,145.41,0
1450,BADGERUSDT,CVCUSDT,0.04,-3.42,-3.34,27.34,0
1451,BADGERUSDT,BUSDUSDT,0.02,-3.72,-3.34,2.07,0
1452,BADGERUSDT,NKNUSDT,0.04,-3.45,-3.34,22.93,0
1453,BADGERUSDT,STXUSDT,0.05,-3.37,-3.34,4.05,0
1454,BADGERUSDT,VITEUSDT,0.04,-3.39,-3.34,166.5,0
1455,FISUSDT,ONTUSDT,0.01,-3.83,-3.34,1.49,0
1456,FISUSDT,NULSUSDT,0.0,-4.25,-3.34,1.37,0
1457,FISUSDT,LINKUSDT,0.0,-4.13,-3.34,0.04,0
1458,FISUSDT,ALGOUSDT,0.03,-3.52,-3.34,2.53,0
1459,FISUSDT,COSUSDT,0.02,-3.63,-3.34,54.04,0
1461,FISUSDT,NKNUSDT,0.04,-3.46,-3.34,2.81,0
1474,OMUSDT,FUNUSDT,0.01,-4.0,-3.34,4.53,0
1462,FISUSDT,RLCUSDT,0.01,-3.81,-3.34,0.23,0
1463,FISUSDT,DREPUSDT,0.03,-3.52,-3.34,1.06,0
1464,FISUSDT,LTOUSDT,0.0,-4.62,-3.34,4.38,0
1465,FISUSDT,COTIUSDT,0.04,-3.44,-3.34,5.95,0
1466,FISUSDT,WTCUSDT,0.0,-4.15,-3.34,1.67,0
1467,FISUSDT,DATAUSDT,0.01,-3.85,-3.34,11.39,0
1468,FISUSDT,CTSIUSDT,0.01,-4.04,-3.34,1.94,0
1469,OMUSDT,TUSDUSDT,0.03,-3.58,-3.34,0.02,0
1470,OMUSDT,USDCUSDT,0.01,-3.79,-3.34,0.02,0
1471,OMUSDT,ENJUSDT,0.01,-4.0,-3.34,0.08,0
1472,OMUSDT,FTMUSDT,0.04,-3.41,-3.34,0.09,0
1473,OMUSDT,COSUSDT,0.0,-4.81,-3.34,4.27,0
1386,ACMUSDT,QTUMUSDT,0.0,-4.96,-3.34,0.88,0
1385,ACMUSDT,LTCUSDT,0.05,-3.37,-3.34,0.03,0
1384,ACMUSDT,BNBUSDT,0.01,-3.82,-3.34,0.01,0
1309,SFPUSDT,GALAUSDT,0.02,-3.76,-3.34,25.18,0
1297,SFPUSDT,GRTUSDT,0.03,-3.51,-3.34,5.3,0
1298,SFPUSDT,JUVUSDT,0.02,-3.64,-3.34,0.23,0
1299,SFPUSDT,ATMUSDT,0.0,-5.59,-3.34,0.19,0
1300,SFPUSDT,TWTUSDT,0.0,-4.38,-3.34,0.59,0
1301,SFPUSDT,CAKEUSDT,0.04,-3.42,-3.34,0.38,0
1302,SFPUSDT,ACMUSDT,0.02,-3.64,-3.34,0.25,0
1303,SFPUSDT,BARUSDT,0.0,-4.9,-3.34,0.2,0
1304,SFPUSDT,ICPUSDT,0.04,-3.41,-3.34,0.14,0
1305,SFPUSDT,MLNUSDT,0.0,-5.31,-3.34,0.03,0
1306,SFPUSDT,RAYUSDT,0.04,-3.42,-3.34,2.67,0
1307,SFPUSDT,ALPACAUSDT,0.02,-3.72,-3.34,3.52,0
1308,SFPUSDT,MBOXUSDT,0.03,-3.52,-3.34,1.94,0
1310,SFPUSDT,LAZIOUSDT,0.02,-3.74,-3.34,0.25,0
1295,SFPUSDT,INJUSDT,0.01,-3.78,-3.34,0.07,0
1311,SFPUSDT,MOVRUSDT,0.03,-3.47,-3.34,0.11,0
1312,SFPUSDT,CITYUSDT,0.01,-3.78,-3.34,0.16,0
1313,SFPUSDT,ENSUSDT,0.04,-3.43,-3.34,0.06,0
1314,SFPUSDT,PORTOUSDT,0.03,-3.53,-3.34,0.25,0
1315,SFPUSDT,AMPUSDT,0.01,-3.82,-3.34,236.96,0
1316,SFPUSDT,PLAUSDT,0.01,-3.81,-3.34,3.11,0
1317,SFPUSDT,SANTOSUSDT,0.04,-3.43,-3.34,0.17,0
1318,SFPUSDT,FXSUSDT,0.0,-4.28,-3.34,0.09,0
1319,SFPUSDT,CVXUSDT,0.01,-4.06,-3.34,0.18,0
1320,SFPUSDT,OOKIUSDT,0.02,-3.67,-3.34,214.04,0
1321,SFPUSDT,IMXUSDT,0.04,-3.41,-3.34,0.8,0
1322,SFPUSDT,LOKAUSDT,0.05,-3.36,-3.34,2.4,0
1296,SFPUSDT,UNFIUSDT,0.01,-3.93,-3.34,0.08,0
1294,SFPUSDT,AVAXUSDT,0.04,-3.38,-3.34,0.05,0
1324,SFPUSDT,BTTCUSDT,0.01,-3.82,-3.34,1184636.12,0
1279,FIROUSDT,MATICUSDT,0.0,-6.68,-3.34,2.63,0
1267,FIROUSDT,WAVESUSDT,0.02,-3.62,-3.34,0.94,0
1268,FIROUSDT,ONGUSDT,0.02,-3.65,-3.34,6.99,0
1269,FIROUSDT,HOTUSDT,0.01,-3.87,-3.34,1366.65,0
1270,FIROUSDT,ZILUSDT,0.0,-6.65,-3.34,88.01,0
1271,FIROUSDT,ZRXUSDT,0.02,-3.6,-3.34,8.27,0
1272,FIROUSDT,BATUSDT,0.0,-4.55,-3.34,8.44,0
1273,FIROUSDT,IOSTUSDT,0.0,-5.07,-3.34,203.73,0
1274,FIROUSDT,CELRUSDT,0.0,-4.69,-3.34,125.23,0
1275,FIROUSDT,DASHUSDT,0.0,-4.53,-3.34,0.06,0
1276,FIROUSDT,OMGUSDT,0.0,-4.28,-3.34,3.13,0
1277,FIROUSDT,THETAUSDT,0.0,-6.31,-3.34,2.35,0
1278,FIROUSDT,ENJUSDT,0.0,-4.93,-3.34,6.07,0
1280,SFPUSDT,ADAUSDT,0.03,-3.56,-3.34,1.87,0
1293,SFPUSDT,FIOUSDT,0.03,-3.49,-3.34,26.13,0
1281,SFPUSDT,TUSDUSDT,0.0,-4.66,-3.34,0.51,0
1282,SFPUSDT,OMGUSDT,0.03,-3.5,-3.34,1.01,0
1283,SFPUSDT,ATOMUSDT,0.02,-3.74,-3.34,0.07,0
1284,SFPUSDT,BUSDUSDT,0.03,-3.56,-3.34,0.51,0
1285,SFPUSDT,VITEUSDT,0.03,-3.54,-3.34,40.52,0
1286,SFPUSDT,SOLUSDT,0.04,-3.42,-3.34,0.02,0
1287,SFPUSDT,BALUSDT,0.03,-3.48,-3.34,0.13,0
1288,SFPUSDT,BLZUSDT,0.03,-3.51,-3.34,4.5,0
1289,SFPUSDT,CRVUSDT,0.01,-3.91,-3.34,0.98,0
1290,SFPUSDT,DOTUSDT,0.03,-3.52,-3.34,0.11,0
1291,SFPUSDT,WNXMUSDT,0.03,-3.52,-3.34,0.02,0
1292,SFPUSDT,EGLDUSDT,0.03,-3.59,-3.34,0.02,0
1323,SFPUSDT,SCRTUSDT,0.0,-4.12,-3.34,1.73,0
1325,SFPUSDT,NEXOUSDT,0.02,-3.67,-3.34,0.84,0
1383,ACMUSDT,ETHUSDT,0.01,-3.88,-3.34,0.0,0
1369,DODOUSDT,TFUELUSDT,0.01,-3.97,-3.34,2.89,0
1357,DODOUSDT,FETUSDT,0.03,-3.57,-3.34,0.46,0
1358,DODOUSDT,BATUSDT,0.0,-4.54,-3.34,0.55,0
1359,DODOUSDT,XMRUSDT,0.01,-4.05,-3.34,0.0,0
1360,DODOUSDT,ZECUSDT,0.0,-4.24,-3.34,0.0,0
1361,DODOUSDT,IOSTUSDT,0.0,-4.14,-3.34,13.31,0
1362,DODOUSDT,CELRUSDT,0.0,-4.43,-3.34,8.19,0
1363,DODOUSDT,DASHUSDT,0.0,-4.35,-3.34,0.0,0
1364,DODOUSDT,OMGUSDT,0.0,-4.39,-3.34,0.2,0
1365,DODOUSDT,THETAUSDT,0.0,-4.26,-3.34,0.15,0
1366,DODOUSDT,ENJUSDT,0.0,-4.38,-3.34,0.4,0
1367,DODOUSDT,MATICUSDT,0.0,-4.47,-3.34,0.17,0
1368,DODOUSDT,ATOMUSDT,0.0,-4.11,-3.34,0.01,0
1370,CAKEUSDT,ADAUSDT,0.03,-3.49,-3.34,4.93,0
1355,DODOUSDT,ZILUSDT,0.0,-4.22,-3.34,5.75,0
1371,CAKEUSDT,USDCUSDT,0.0,-4.11,-3.34,1.33,0
1372,CAKEUSDT,OMGUSDT,0.05,-3.34,-3.34,2.68,0
1373,CAKEUSDT,FTMUSDT,0.02,-3.72,-3.34,6.23,0
1374,CAKEUSDT,WINUSDT,0.01,-3.84,-3.34,20909.8,0
1375,CAKEUSDT,FUNUSDT,0.0,-4.48,-3.34,299.9,0
1376,CAKEUSDT,BUSDUSDT,0.0,-4.51,-3.34,1.33,0
1377,CAKEUSDT,VITEUSDT,0.0,-4.51,-3.34,106.91,0
1378,CAKEUSDT,BALUSDT,0.02,-3.71,-3.34,0.36,0
1379,CAKEUSDT,BLZUSDT,0.01,-3.93,-3.34,10.95,0
1380,CAKEUSDT,USDTDAI,0.02,-3.7,-3.34,1.33,0
1381,CAKEUSDT,CRVUSDT,0.04,-3.39,-3.34,2.64,0
1382,CAKEUSDT,WNXMUSDT,0.0,-4.17,-3.34,0.04,0
1356,DODOUSDT,ZRXUSDT,0.0,-4.21,-3.34,0.54,0
1354,DODOUSDT,HOTUSDT,0.0,-4.46,-3.34,89.42,0
1326,SFPUSDT,LDOUSDT,0.01,-3.79,-3.34,0.3,0
1339,DODOUSDT,XRPUSDT,0.0,-4.15,-3.34,0.18,0
1327,SFPUSDT,APTUSDT,0.05,-3.37,-3.34,0.08,0
1328,SFPUSDT,OSMOUSDT,0.0,-4.4,-3.34,1.23,0
1329,SFPUSDT,MAGICUSDT,0.03,-3.48,-3.34,0.8,0
1330,SFPUSDT,RPLUSDT,0.03,-3.58,-3.34,0.02,0
1331,SFPUSDT,SYNUSDT,0.01,-4.09,-3.34,1.05,0
1332,DODOUSDT,BTCUSDT,0.0,-4.29,-3.34,0.0,0
1333,DODOUSDT,ETHUSDT,0.0,-4.13,-3.34,0.0,0
1334,DODOUSDT,BNBUSDT,0.0,-4.36,-3.34,0.0,0
1335,DODOUSDT,NEOUSDT,0.0,-4.28,-3.34,0.01,0
1336,DODOUSDT,LTCUSDT,0.0,-4.21,-3.34,0.0,0
1337,DODOUSDT,QTUMUSDT,0.0,-4.29,-3.34,0.04,0
1338,DODOUSDT,ADAUSDT,0.0,-4.37,-3.34,0.38,0
1340,DODOUSDT,EOSUSDT,0.0,-4.29,-3.34,0.16,0
1353,DODOUSDT,ONGUSDT,0.0,-4.35,-3.34,0.46,0
1341,DODOUSDT,TUSDUSDT,0.02,-3.7,-3.34,0.1,0
1342,DODOUSDT,IOTAUSDT,0.01,-3.77,-3.34,0.63,0
1343,DODOUSDT,XLMUSDT,0.0,-4.19,-3.34,0.8,0
1344,DODOUSDT,ONTUSDT,0.0,-4.58,-3.34,0.6,0
1345,DODOUSDT,TRXUSDT,0.03,-3.53,-3.34,1.31,0
1346,DODOUSDT,ETCUSDT,0.0,-4.17,-3.34,0.01,0
1347,DODOUSDT,ICXUSDT,0.0,-4.25,-3.34,0.56,0
1348,DODOUSDT,NULSUSDT,0.0,-4.66,-3.34,0.55,0
1349,DODOUSDT,VETUSDT,0.01,-3.9,-3.34,6.1,0
1350,DODOUSDT,USDCUSDT,0.0,-4.32,-3.34,0.1,0
1351,DODOUSDT,LINKUSDT,0.0,-4.47,-3.34,0.02,0
1352,DODOUSDT,WAVESUSDT,0.0,-4.33,-3.34,0.06,0
3919,FDUSDUSDT,USDCUSDT,0.02,-3.66,-3.34,1.0,0
